Species,Block,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Year,Month,Week,DayOfWeek,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,T900,T115,T002,T138,T003,T128,T225,T011,T903,T013,T008
9.0,40,T142,41.953067,-87.776792,8,9,1,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,43,T145,41.878114,-87.629798,3,30,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,43,T145,41.878114,-87.629798,3,25,1,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,28,T147,41.932094,-87.700117,8,2,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,28,T147,41.932094,-87.700117,8,1,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,15,T149,41.994469,-87.667736,8,1,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,15,T149,41.994469,-87.667736,8,1,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,18,T150,42.006858,-87.675919,9,2,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,70,T151,41.916265,-87.800515,8,21,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,70,T151,41.916265,-87.800515,8,50,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
2.0,70,T151,41.916265,-87.800515,8,5,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,70,T151,41.916265,-87.800515,8,36,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,25,T152,41.846075,-87.716277,9,7,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,25,T152,41.846075,-87.716277,9,2,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,21,T154,41.918705,-87.752329,8,37,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
2.0,21,T154,41.918705,-87.752329,8,1,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,21,T154,41.918705,-87.752329,8,14,1,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,35,T158,41.682587,-87.707973,9,39,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,35,T158,41.682587,-87.707973,9,30,1,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
2.0,35,T158,41.682587,-87.707973,9,4,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,35,T158,41.682587,-87.707973,9,36,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,35,T158,41.682587,-87.707973,9,43,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,93,T162,41.725517,-87.614258,8,6,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,93,T162,41.725517,-87.614258,8,3,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,37,T218,41.948167,-87.730698,8,7,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,37,T218,41.948167,-87.730698,8,4,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,45,T220,41.963976,-87.69181,9,3,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,45,T220,41.963976,-87.69181,9,9,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,40,T001,41.953705,-87.733974,8,5,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,40,T001,41.953705,-87.733974,8,5,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,46,T003,41.964242,-87.757639,8,27,1,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,1,0,0,0,0,0,0
2.0,46,T003,41.964242,-87.757639,8,2,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,1,0,0,0,0,0,0
9.0,46,T003,41.964242,-87.757639,8,6,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,1,0,0,0,0,0,0
9.0,46,T003,41.964242,-87.757639,8,49,1,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,1,0,0,0,0,0,0
6.0,60,T006,41.990284,-87.797127,8,16,1,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,60,T006,41.990284,-87.797127,8,20,1,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,70,T008,42.008314,-87.777921,9,38,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,1
9.0,70,T008,42.008314,-87.777921,9,12,1,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,1
6.0,61,T012,41.991429,-87.747113,8,21,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,61,T012,41.991429,-87.747113,8,16,1,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,27,T034,41.843811,-87.686763,9,10,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,27,T034,41.843811,-87.686763,9,1,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
0.0,27,T034,41.843811,-87.686763,9,1,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,68,T037,41.921177,-87.79518,8,35,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,68,T037,41.921177,-87.79518,8,5,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,30,T043,41.857402,-87.694991,8,4,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,30,T043,41.857402,-87.694991,8,1,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,11,T047,41.868142,-87.696269,9,7,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,11,T047,41.868142,-87.696269,9,8,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,25,T051,41.846283,-87.656913,9,1,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,25,T051,41.846283,-87.656913,9,2,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,10,T085,41.721474,-87.648064,8,24,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,10,T085,41.721474,-87.648064,8,20,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,10,T088,41.869107,-87.696293,9,1,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
2.0,10,T088,41.869107,-87.696293,9,1,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,10,T088,41.869107,-87.696293,9,4,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,96,T161,41.719059,-87.675088,9,6,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,96,T161,41.719059,-87.675088,9,4,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,18,T219,41.966987,-87.674677,8,4,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,18,T219,41.966987,-87.674677,8,4,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,61,T013,41.923738,-87.785288,9,50,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,1,0
2.0,61,T013,41.923738,-87.785288,9,1,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,1,0
9.0,61,T013,41.923738,-87.785288,9,26,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,1,0
0.0,61,T013,41.923738,-87.785288,9,2,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,1,0
6.0,64,T014,41.970248,-87.787992,8,49,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,64,T014,41.970248,-87.787992,8,44,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,12,T018,42.010412,-87.66214,8,1,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,12,T018,42.010412,-87.66214,8,2,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,10,T030,41.89923,-87.716788,9,2,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,10,T030,41.89923,-87.716788,9,9,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,20,T084,41.692555,-87.598865,8,6,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,20,T084,41.692555,-87.598865,8,9,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,33,T144,41.94016,-87.794896,9,48,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,33,T144,41.94016,-87.794896,9,32,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,33,T144,41.94016,-87.794896,9,21,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,33,T144,41.94016,-87.794896,9,42,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,11,T160,41.903002,-87.688267,8,9,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,11,T160,41.903002,-87.688267,8,7,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,60,T005,41.942114,-87.776385,8,7,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,60,T005,41.942114,-87.776385,8,5,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,60,T017,41.960616,-87.777189,9,3,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,60,T017,41.960616,-87.777189,9,3,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,33,T044,41.883284,-87.705085,8,3,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,33,T095,41.704336,-87.703736,8,4,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
2.0,33,T095,41.704336,-87.703736,8,2,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,33,T095,41.704336,-87.703736,8,2,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,49,T004,41.962728,-87.748367,9,1,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,30,T035,41.836644,-87.677737,8,9,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
2.0,30,T035,41.836644,-87.677737,8,1,1,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,30,T035,41.836644,-87.677737,8,4,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,42,T036,41.837085,-87.729384,9,5,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
2.0,42,T036,41.837085,-87.729384,9,1,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,42,T036,41.837085,-87.729384,9,4,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,17,T039,41.911824,-87.726737,9,20,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
2.0,17,T039,41.911824,-87.726737,9,1,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,17,T039,41.911824,-87.726737,9,3,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,22,T060,41.823065,-87.678378,8,1,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,22,T061,41.801179,-87.679447,8,16,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,22,T061,41.801179,-87.679447,8,35,1,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,35,T062,41.800737,-87.71188,8,8,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,52,T065,41.778297,-87.752411,9,41,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,52,T065,41.778297,-87.752411,9,29,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
2.0,52,T065,41.778297,-87.752411,9,5,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,52,T065,41.778297,-87.752411,9,47,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,52,T065,41.778297,-87.752411,9,33,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
0.0,52,T065,41.778297,-87.752411,9,1,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,67,T066,41.77166,-87.703047,8,4,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
2.0,67,T066,41.77166,-87.703047,8,1,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
9.0,67,T066,41.77166,-87.703047,8,20,1,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
6.0,73,T067,41.759346,-87.745602,9,19,0,2007,8,33,2,80.5,71.5,76.5,4.5,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,0,0,0,0,0,0,0,0,0,0,0
